Source;Target;Type
4938;8815;Directed
4938;5142;Directed
4938;11047;Directed
3138;3289;Directed
3138;8993;Directed
3138;5520;Directed
3138;8618;Directed
3138;3419;Directed
3138;7945;Directed
3138;7021;Directed
3138;13513;Directed
3138;11137;Directed
3140;13957;Directed
3140;5125;Directed
3140;12598;Directed
3140;7844;Directed
3140;13816;Directed
3140;9820;Directed
3140;12422;Directed
3140;9804;Directed
3140;7495;Directed
3141;10756;Directed
3141;13745;Directed
3142;11844;Directed
3142;9954;Directed
3142;14052;Directed
3142;10379;Directed
3143;4797;Directed
3143;8561;Directed
3143;8318;Directed
3144;11570;Directed
3145;5774;Directed
3145;12725;Directed
3145;4856;Directed
3145;7669;Directed
3145;8001;Directed
7737;3257;Directed
7737;8396;Directed
7737;8128;Directed
7737;11016;Directed
7737;12697;Directed
7737;8185;Directed
7737;11767;Directed
7737;10051;Directed
7737;9533;Directed
3146;6183;Directed
3146;10756;Directed
3146;10899;Directed
3146;13745;Directed
3147;13393;Directed
3147;12170;Directed
3147;9343;Directed
3147;3257;Directed
3147;9747;Directed
3147;11617;Directed
3147;5908;Directed
3147;11080;Directed
3147;9181;Directed
3147;13960;Directed
3147;4652;Directed
3147;4383;Directed
3147;4020;Directed
3147;11380;Directed
3147;4394;Directed
3147;3332;Directed
3147;1269;Directed
13860;10583;Directed
7448;12231;Directed
7448;13503;Directed
7448;4752;Directed
7448;5862;Directed
7448;8478;Directed
7448;6137;Directed
7448;5907;Directed
3149;10714;Directed
3149;11195;Directed
3149;6743;Directed
3149;10913;Directed
3149;9749;Directed
3149;11563;Directed
3149;13977;Directed
3149;7694;Directed
3149;1820;Directed
3149;11088;Directed
3149;11685;Directed
3149;10812;Directed
3149;8975;Directed
3149;4340;Directed
3149;3514;Directed
3149;10544;Directed
3149;7794;Directed
3151;5275;Directed
3151;9336;Directed
3151;3664;Directed
3153;7486;Directed
3153;12836;Directed
3153;7864;Directed
3153;13439;Directed
3153;11174;Directed
3153;12243;Directed
3153;4958;Directed
3153;7513;Directed
3154;8511;Directed
3154;8028;Directed
3155;8924;Directed
3155;3831;Directed
3155;12367;Directed
3155;13456;Directed
3155;11095;Directed
3155;3487;Directed
3156;5578;Directed
3156;5324;Directed
3156;8437;Directed
3156;8924;Directed
3156;6632;Directed
3156;10778;Directed
3156;3856;Directed
3156;4688;Directed
3156;9817;Directed
3156;14000;Directed
3156;9263;Directed
3156;8275;Directed
3156;5838;Directed
3156;11095;Directed
3156;10365;Directed
3156;13229;Directed
3157;5442;Directed
3157;11574;Directed
3157;9161;Directed
3157;12229;Directed
3157;13106;Directed
3157;13798;Directed
3157;7888;Directed
3159;9719;Directed
3159;13241;Directed
3160;7106;Directed
3160;653;Directed
3160;7902;Directed
3160;12244;Directed
3161;8910;Directed
3161;12967;Directed
3162;5810;Directed
3163;11771;Directed
5096;10795;Directed
5096;9751;Directed
5096;5437;Directed
3165;13841;Directed
3165;10827;Directed
3165;7177;Directed
3165;5119;Directed
3165;4254;Directed
3168;8100;Directed
5137;13307;Directed
5137;10517;Directed
5137;3629;Directed
3170;7778;Directed
3170;3400;Directed
3170;12020;Directed
3170;12406;Directed
3170;8223;Directed
3170;1140;Directed
3170;7880;Directed
3170;2364;Directed
3170;13321;Directed
3170;8396;Directed
3171;8924;Directed
3171;10090;Directed
3171;11934;Directed
3171;9848;Directed
3171;12840;Directed
3171;11291;Directed
3171;9279;Directed
3171;9636;Directed
3172;10480;Directed
3172;3183;Directed
3172;13710;Directed
3172;6859;Directed
3172;6203;Directed
3172;9270;Directed
3172;8807;Directed
3172;13616;Directed
3172;12539;Directed
3172;9503;Directed
3172;7902;Directed
3172;4119;Directed
3172;13128;Directed
3172;3172;Directed
3172;11207;Directed
3173;6658;Directed
9822;4054;Directed
3175;13704;Directed
3176;6816;Directed
3176;1354;Directed
3176;646;Directed
3176;9886;Directed
3176;3597;Directed
3176;6265;Directed
3176;6020;Directed
3176;9253;Directed
3176;12003;Directed
3176;12983;Directed
3176;9303;Directed
3176;3871;Directed
3177;10827;Directed
3177;10438;Directed
3177;3459;Directed
3177;11449;Directed
3177;5031;Directed
3177;14012;Directed
3177;4211;Directed
3177;10190;Directed
9824;3651;Directed
9824;13691;Directed
3179;10800;Directed
3179;10759;Directed
3179;7712;Directed
3180;13331;Directed
3180;14030;Directed
3180;13704;Directed
3180;6853;Directed
3180;6084;Directed
9825;13256;Directed
9825;4529;Directed
3183;5320;Directed
3183;6201;Directed
3183;4705;Directed
3183;8924;Directed
3183;5039;Directed
3183;8064;Directed
3183;11809;Directed
3183;4065;Directed
3183;10990;Directed
3183;5987;Directed
3183;12244;Directed
3183;8849;Directed
3183;4473;Directed
3183;6161;Directed
5227;9032;Directed
5227;8922;Directed
5227;10788;Directed
5227;12565;Directed
5227;3326;Directed
5227;11340;Directed
5227;11760;Directed
5227;8223;Directed
5227;11840;Directed
5227;9105;Directed
5227;5932;Directed
5227;13239;Directed
5227;9049;Directed
5227;7270;Directed
3185;13847;Directed
3185;6252;Directed
3185;4419;Directed
3185;2822;Directed
3185;5727;Directed
3185;1311;Directed
3185;10289;Directed
3185;6706;Directed
3185;11512;Directed
3185;9818;Directed
3185;12545;Directed
3186;10434;Directed
3187;10180;Directed
3187;9332;Directed
3188;3532;Directed
3189;7227;Directed
12159;9751;Directed
12159;2515;Directed
3191;6722;Directed
3191;7776;Directed
3191;11859;Directed
3191;12260;Directed
3191;9969;Directed
3191;12571;Directed
3191;7177;Directed
3191;5733;Directed
3191;8279;Directed
3191;12339;Directed
3191;11258;Directed
3191;10208;Directed
3191;8237;Directed
3191;11934;Directed
3191;7534;Directed
3191;3216;Directed
3191;11277;Directed
3191;4377;Directed
3191;9658;Directed
3191;5975;Directed
3191;11903;Directed
3191;11380;Directed
3191;12901;Directed
3191;10956;Directed
3192;13216;Directed
3192;3759;Directed
3193;13826;Directed
3193;7460;Directed
3193;8865;Directed
3193;12729;Directed
3194;6747;Directed
3194;9319;Directed
3194;13466;Directed
3194;10854;Directed
3194;9626;Directed
3195;7035;Directed
3195;7146;Directed
3195;11380;Directed
3197;8668;Directed
3197;11923;Directed
3197;4814;Directed
3197;13343;Directed
3197;9282;Directed
3197;4357;Directed
3197;9328;Directed
3197;6574;Directed
3197;6026;Directed
3197;13849;Directed
3197;10177;Directed
3197;11225;Directed
3197;9214;Directed
3197;7223;Directed
3197;11294;Directed
3197;3888;Directed
7454;12325;Directed
7454;5660;Directed
7454;13936;Directed
7454;7723;Directed
7454;9570;Directed
7454;9969;Directed
7454;10260;Directed
7454;6294;Directed
7454;9868;Directed
7454;4680;Directed
7454;12872;Directed
7454;13546;Directed
7454;11465;Directed
7454;9525;Directed
7454;9291;Directed
7454;12533;Directed
7454;9839;Directed
7454;7841;Directed
7454;9145;Directed
7454;12311;Directed
7454;13372;Directed
7454;5152;Directed
7454;4334;Directed
7454;7222;Directed
5276;6032;Directed
5276;5956;Directed
5276;2514;Directed
3200;9346;Directed
3200;11995;Directed
3200;13635;Directed
3200;11201;Directed
3200;9248;Directed
3200;11477;Directed
3200;10500;Directed
3200;13542;Directed
3200;13138;Directed
3200;10748;Directed
3200;8828;Directed
3201;3071;Directed
3202;12773;Directed
3202;12442;Directed
3203;3203;Directed
3203;3908;Directed
3203;12075;Directed
3204;13963;Directed
3205;10714;Directed
3205;13977;Directed
3205;10812;Directed
3205;5585;Directed
3205;3604;Directed
3205;5595;Directed
3206;6522;Directed
3206;7980;Directed
3206;2245;Directed
5323;5412;Directed
5323;7664;Directed
5323;13407;Directed
5323;6696;Directed
5323;6461;Directed
5323;687;Directed
3208;3918;Directed
3208;5470;Directed
3208;10621;Directed
3208;5146;Directed
3208;8223;Directed
3208;4747;Directed
3208;4522;Directed
3208;11900;Directed
3208;8041;Directed
3208;1263;Directed
12163;4584;Directed
12163;3732;Directed
3210;10748;Directed
3210;4819;Directed
3211;11773;Directed
3212;9884;Directed
3212;13253;Directed
3212;9033;Directed
3212;10042;Directed
3212;13422;Directed
3212;3913;Directed
3212;9703;Directed
3213;12584;Directed
3214;5559;Directed
3215;9684;Directed
3215;7950;Directed
3215;521;Directed
3215;11849;Directed
3215;8535;Directed
3215;7209;Directed
3216;4083;Directed
3216;11176;Directed
3216;8429;Directed
3216;6457;Directed
3216;13086;Directed
3216;13637;Directed
3216;10124;Directed
3216;13153;Directed
3216;8169;Directed
3216;11255;Directed
3216;5204;Directed
3216;11930;Directed
3216;2352;Directed
3216;5785;Directed
3216;3998;Directed
3216;7152;Directed
3216;11518;Directed
3216;5846;Directed
3216;4329;Directed
3216;10699;Directed
3216;3370;Directed
3216;6020;Directed
3216;8395;Directed
3216;6027;Directed
3216;12476;Directed
3216;4321;Directed
3216;700;Directed
3216;9886;Directed
3216;6689;Directed
3216;5697;Directed
3216;3736;Directed
3216;8363;Directed
3216;12075;Directed
3216;9298;Directed
3216;13302;Directed
3216;6754;Directed
3216;8184;Directed
3216;7907;Directed
3216;1918;Directed
3216;9353;Directed
3216;5437;Directed
3216;3289;Directed
3216;13773;Directed
3216;12137;Directed
3216;9270;Directed
3216;13646;Directed
3216;11908;Directed
3216;11574;Directed
3216;5879;Directed
3216;13082;Directed
3216;13953;Directed
3216;11547;Directed
3216;10342;Directed
3216;4078;Directed
3216;13577;Directed
3216;10025;Directed
3216;12324;Directed
3218;12504;Directed
3218;7259;Directed
3218;5174;Directed
3220;6190;Directed
3220;11279;Directed
3220;9541;Directed
3221;3010;Directed
3221;6658;Directed
3221;7779;Directed
3221;12006;Directed
3221;13632;Directed
3221;13879;Directed
3221;9114;Directed
3221;13953;Directed
3221;3888;Directed
3221;11244;Directed
3221;6901;Directed
3221;13403;Directed
3221;9123;Directed
3221;11693;Directed
3221;10486;Directed
3221;1324;Directed
3221;11876;Directed
3221;11072;Directed
3221;6027;Directed
3221;6257;Directed
3221;1918;Directed
3221;9600;Directed
3221;6485;Directed
3221;5812;Directed
3221;10304;Directed
3221;9214;Directed
3221;8260;Directed
3221;13212;Directed
3221;10583;Directed
3221;8715;Directed
3221;7421;Directed
3221;6070;Directed
3221;12986;Directed
3221;5620;Directed
3221;7427;Directed
3221;9883;Directed
3221;3548;Directed
3221;9198;Directed
3221;6981;Directed
3221;12541;Directed
3221;11225;Directed
3221;10352;Directed
3221;7873;Directed
3221;4814;Directed
3221;5654;Directed
3221;13262;Directed
3221;6343;Directed
3221;8999;Directed
3221;3989;Directed
3221;6123;Directed
3221;7476;Directed
3221;12346;Directed
3221;3964;Directed
3221;8126;Directed
3221;14022;Directed
3221;6574;Directed
3221;6577;Directed
3221;12612;Directed
3221;6801;Directed
3221;10601;Directed
3221;6804;Directed
3221;8793;Directed
3221;6372;Directed
3221;10606;Directed
3221;10177;Directed
3221;13798;Directed
3221;7046;Directed
3221;9042;Directed
3221;3818;Directed
3221;6394;Directed
3221;12788;Directed
3221;9051;Directed
3221;11294;Directed
3221;6026;Directed
3221;11923;Directed
3221;6768;Directed
3221;13591;Directed
3221;13343;Directed
3221;7956;Directed
3221;9282;Directed
3221;9328;Directed
3221;12405;Directed
3221;13598;Directed
3221;4480;Directed
3221;9413;Directed
3221;673;Directed
3221;8396;Directed
3221;3444;Directed
3221;9530;Directed
3221;10732;Directed
3221;9078;Directed
3221;6432;Directed
3221;10655;Directed
3221;13849;Directed
3221;4275;Directed
3221;8634;Directed
3221;6442;Directed
3221;11735;Directed
3221;5641;Directed
3221;10883;Directed
3221;12773;Directed
3221;4511;Directed
3221;3698;Directed
3221;3667;Directed
3222;13553;Directed
3223;4052;Directed
3224;10668;Directed
12167;6475;Directed
12167;7720;Directed
12167;6658;Directed
12167;9309;Directed
12167;4245;Directed
12167;12616;Directed
12167;8386;Directed
12167;11186;Directed
12167;11885;Directed
12167;2909;Directed
12167;9281;Directed
12167;7980;Directed
3226;3703;Directed
3227;8959;Directed
3227;6941;Directed
3229;8461;Directed
3229;10815;Directed
3229;11547;Directed
3229;10342;Directed
3229;12324;Directed
3230;2533;Directed
3230;9240;Directed
7460;13826;Directed
3232;3616;Directed
3233;7447;Directed
3233;5454;Directed
3233;3895;Directed
3233;3650;Directed
3233;11412;Directed
3233;11562;Directed
3234;12043;Directed
3234;13446;Directed
3234;8106;Directed
7461;7598;Directed
7461;8585;Directed
7461;3729;Directed
7461;6346;Directed
7461;11155;Directed
7461;9085;Directed
7461;8948;Directed
5480;11009;Directed
5480;4673;Directed
5480;12523;Directed
5480;7339;Directed
3237;9147;Directed
3237;5022;Directed
3237;9933;Directed
3238;14060;Directed
3238;7634;Directed
3238;3698;Directed
3238;5847;Directed
12416;12902;Directed
12416;6658;Directed
12416;5775;Directed
12416;4813;Directed
12416;4970;Directed
12416;4773;Directed
12416;4675;Directed
12416;8552;Directed
12416;3674;Directed
12416;5450;Directed
12416;5805;Directed
12416;3690;Directed
12416;6883;Directed
12416;7792;Directed
12416;11560;Directed
12416;3259;Directed
12416;5739;Directed
12416;12282;Directed
12416;9524;Directed
12416;13096;Directed
12416;12963;Directed
12416;939;Directed
12416;5750;Directed
12416;13606;Directed
12416;6083;Directed
12416;11175;Directed
12416;5269;Directed
12416;13055;Directed
12416;8188;Directed
12416;6606;Directed
12416;4647;Directed
12416;11313;Directed
12416;10053;Directed
12416;12423;Directed
12416;13728;Directed
12416;13421;Directed
12416;7383;Directed
12416;2232;Directed
12416;12122;Directed
12416;10610;Directed
12416;3452;Directed
12416;7899;Directed
12416;13738;Directed
12416;9435;Directed
12416;4072;Directed
12416;8923;Directed
12416;6730;Directed
12416;6475;Directed
12416;11383;Directed
12416;6707;Directed
12416;10531;Directed
12416;13381;Directed
12416;13444;Directed
12416;7870;Directed
12416;8626;Directed
12416;13022;Directed
12416;5611;Directed
3240;5746;Directed
3240;12782;Directed
3241;11349;Directed
3241;13133;Directed
3242;1869;Directed
8414;10632;Directed
8414;700;Directed
8414;8106;Directed
8414;4104;Directed
8414;5867;Directed
8414;11256;Directed
8414;11208;Directed
8414;6273;Directed
3243;8820;Directed
9046;7589;Directed
9046;3351;Directed
9046;10160;Directed
3245;4402;Directed
3245;4572;Directed
3245;3598;Directed
3245;1805;Directed
3245;5392;Directed
3245;10040;Directed
5110;11641;Directed
5110;4260;Directed
5110;6158;Directed
5110;9037;Directed
5110;10152;Directed
5110;6731;Directed
5110;10419;Directed
5110;9270;Directed
5110;10337;Directed
5110;3722;Directed
3247;11445;Directed
3248;11732;Directed
3248;14083;Directed
3249;4979;Directed
3249;10410;Directed
3250;9848;Directed
3250;8376;Directed
3251;11449;Directed
3251;4573;Directed
3251;6576;Directed
3252;3647;Directed
3252;13079;Directed
3252;7106;Directed
3252;12837;Directed
3252;3990;Directed
3252;5294;Directed
3252;12109;Directed
3253;13875;Directed
3253;4632;Directed
3253;5291;Directed
3253;8066;Directed
3254;219;Directed
3254;11989;Directed
3254;6290;Directed
3255;6348;Directed
3255;12668;Directed
3255;8396;Directed
3257;4514;Directed
3257;13265;Directed
3257;9169;Directed
3257;4141;Directed
3257;8835;Directed
3257;6172;Directed
3257;4411;Directed
3257;8404;Directed
3257;8885;Directed
3257;13895;Directed
3257;3916;Directed
3257;13943;Directed
3257;6577;Directed
3257;6682;Directed
3257;3444;Directed
3257;3960;Directed
3257;10043;Directed
3257;8626;Directed
3257;4647;Directed
3257;8205;Directed
3257;7653;Directed
3257;11897;Directed
3257;7820;Directed
3257;9200;Directed
3257;6439;Directed
3257;8395;Directed
3257;9779;Directed
3257;10621;Directed
3257;6590;Directed
3257;3402;Directed
3257;6108;Directed
3257;3750;Directed
3257;13734;Directed
3257;12744;Directed
3257;10304;Directed
3257;9117;Directed
3257;11947;Directed
3257;12352;Directed
3257;3667;Directed
3258;12017;Directed
3258;13721;Directed
3259;6475;Directed
3259;13265;Directed
3259;6832;Directed
3259;13582;Directed
3259;6896;Directed
3259;6658;Directed
3259;13096;Directed
3259;12516;Directed
3259;5310;Directed
3259;13595;Directed
3259;3992;Directed
3259;13341;Directed
3259;9974;Directed
3259;4414;Directed
3259;6182;Directed
3259;13840;Directed
3259;2213;Directed
3259;5750;Directed
3259;11574;Directed
3259;11161;Directed
3259;6098;Directed
3259;6873;Directed
3259;11164;Directed
3259;1106;Directed
3259;8585;Directed
3259;6590;Directed
3259;9270;Directed
3259;6707;Directed
3259;5033;Directed
3259;8216;Directed
3259;5657;Directed
3259;13693;Directed
3260;8142;Directed
5889;8645;Directed
5889;8760;Directed
5889;7138;Directed
5889;11965;Directed
5889;8050;Directed
7465;6515;Directed
7465;9970;Directed
7465;13152;Directed
7439;6325;Directed
7439;5080;Directed
7439;5431;Directed
7439;11119;Directed
7439;6130;Directed
7439;6922;Directed
7439;12801;Directed
3264;13372;Directed
3264;10080;Directed
3264;5787;Directed
3264;11583;Directed
5666;11877;Directed
5666;6561;Directed
5666;12084;Directed
5666;14099;Directed
5672;7894;Directed
5672;5636;Directed
5672;13972;Directed
3267;5318;Directed
9838;3597;Directed
9838;5363;Directed
9838;13945;Directed
9838;4118;Directed
9838;6237;Directed
9838;9303;Directed
9838;7278;Directed
9838;6630;Directed
3269;7438;Directed
3269;7735;Directed
3269;7457;Directed
3270;12931;Directed
3270;8137;Directed
3270;8458;Directed
3270;11654;Directed
3270;12269;Directed
3270;12972;Directed
3270;10964;Directed
3270;6997;Directed
3270;5372;Directed
3270;11426;Directed
3271;3761;Directed
3271;12328;Directed
3271;6667;Directed
3271;6461;Directed
3271;7664;Directed
3271;8616;Directed
3271;13407;Directed
3271;12473;Directed
3271;8519;Directed
3271;13130;Directed
3271;10620;Directed
3271;4934;Directed
3271;3693;Directed
3271;6094;Directed
3271;5863;Directed
3271;7760;Directed
3271;13567;Directed
3271;4920;Directed
3271;9097;Directed
3271;11792;Directed
3271;4561;Directed
3271;6107;Directed
3271;12253;Directed
3271;12619;Directed
3272;8475;Directed
3273;3528;Directed
3273;13748;Directed
3274;5930;Directed
3274;10527;Directed
3274;7518;Directed
3275;9167;Directed
3275;10931;Directed
3275;5230;Directed
3275;2799;Directed
3275;8001;Directed
3275;11795;Directed
3275;5467;Directed
3275;12390;Directed
3275;12092;Directed
3275;11440;Directed
3275;11369;Directed
3278;4460;Directed
3278;3491;Directed
3278;3893;Directed
3278;13641;Directed
3278;6182;Directed
3278;14032;Directed
3278;12717;Directed
3278;8396;Directed
3278;10035;Directed
3279;12638;Directed
3279;7199;Directed
3279;13578;Directed
3279;10208;Directed
3279;8649;Directed
3281;12671;Directed
3281;6050;Directed
3281;444;Directed
3281;4503;Directed
3282;7534;Directed
3282;11575;Directed
3282;9127;Directed
3282;13736;Directed
3283;10718;Directed
3284;4547;Directed
3284;1990;Directed
3284;3388;Directed
3284;6506;Directed
3284;12281;Directed
3285;10071;Directed
3285;7492;Directed
3285;10135;Directed
3286;4824;Directed
3286;5901;Directed
3286;4841;Directed
3287;5208;Directed
3289;4085;Directed
3289;11920;Directed
3289;7287;Directed
3289;13953;Directed
3289;4251;Directed
3289;6843;Directed
3289;7016;Directed
3289;3535;Directed
3289;11668;Directed
3289;11129;Directed
3289;11317;Directed
3289;939;Directed
3289;6363;Directed
3289;10563;Directed
3289;3039;Directed
3289;3515;Directed
3289;11154;Directed
3289;5393;Directed
3289;3383;Directed
3289;10610;Directed
3289;11816;Directed
3289;4072;Directed
3289;4492;Directed
3289;11165;Directed
3289;11376;Directed
3289;5337;Directed
3289;4407;Directed
3289;13445;Directed
3289;5595;Directed
3289;13137;Directed
3290;9932;Directed
3290;10354;Directed
3290;6479;Directed
3290;4967;Directed
3290;4273;Directed
3290;3959;Directed
3291;13798;Directed
3292;13866;Directed
3292;3401;Directed
3292;3722;Directed
3295;9032;Directed
3295;11144;Directed
3295;8922;Directed
3296;8159;Directed
3296;5511;Directed
3296;8378;Directed
3296;12585;Directed
3296;12649;Directed
3296;5702;Directed
3297;3421;Directed
3297;11549;Directed
3298;5996;Directed
3298;11374;Directed
3298;5521;Directed
3298;13650;Directed
3299;5373;Directed
3299;10696;Directed
3299;3346;Directed
3299;4505;Directed
3299;5752;Directed
3299;4361;Directed
3299;7361;Directed
3299;9773;Directed
3300;8223;Directed
3301;8967;Directed
3301;8303;Directed
3301;4773;Directed
3301;13794;Directed
3301;13771;Directed
3301;10035;Directed
3302;14052;Directed
3303;8306;Directed
3304;4461;Directed
3305;4811;Directed
3305;6015;Directed
3305;9457;Directed
3305;8062;Directed
3306;12640;Directed
3306;7178;Directed
3306;4603;Directed
3306;1056;Directed
3306;10449;Directed
3306;4485;Directed
3307;3818;Directed
3308;13876;Directed
3308;6201;Directed
3308;7377;Directed
3308;9480;Directed
3308;10256;Directed
3308;10502;Directed
3308;10837;Directed
3308;3926;Directed
3309;13206;Directed
3309;5886;Directed
3309;13423;Directed
3309;13608;Directed
4591;3013;Directed
3310;9235;Directed
3310;4441;Directed
3310;10683;Directed
3312;11871;Directed
3313;7873;Directed
3313;1774;Directed
3313;13492;Directed
3313;9600;Directed
3313;10967;Directed
3313;7774;Directed
3314;6326;Directed
3314;9124;Directed
3314;3786;Directed
3314;3626;Directed
3314;6985;Directed
3315;4204;Directed
3315;5907;Directed
3315;8601;Directed
3315;4065;Directed
3315;13978;Directed
3315;7844;Directed
3315;6137;Directed
3315;9943;Directed
3315;11207;Directed
3317;10561;Directed
3317;9408;Directed
3317;2667;Directed
3317;7151;Directed
3317;13796;Directed
3317;10248;Directed
3317;3464;Directed
3317;8836;Directed
3317;8269;Directed
3318;3010;Directed
3318;6051;Directed
3318;12806;Directed
3318;10524;Directed
3318;3529;Directed
3318;10791;Directed
3318;6601;Directed
3318;12397;Directed
3318;11095;Directed
3318;13315;Directed
3318;2313;Directed
3318;12722;Directed
3318;4990;Directed
3318;7154;Directed
3318;10180;Directed
3318;3502;Directed
3318;3898;Directed
3318;12427;Directed
3318;9782;Directed
3318;8924;Directed
3318;12642;Directed
3318;9850;Directed
3319;13313;Directed
3319;12401;Directed
3319;13792;Directed
3319;6770;Directed
3319;5528;Directed
3319;4613;Directed
3319;1017;Directed
3320;3207;Directed
3320;1282;Directed
3320;3320;Directed
12615;5600;Directed
12615;3671;Directed
12615;6638;Directed
12615;9637;Directed
12615;6177;Directed
12615;5265;Directed
12615;9452;Directed
12615;11828;Directed
12615;11527;Directed
12615;9886;Directed
12615;7540;Directed
12615;3739;Directed
12615;5705;Directed
12615;9835;Directed
12615;13193;Directed
12615;9893;Directed
12615;11380;Directed
12615;9901;Directed
12615;4702;Directed
3321;6607;Directed
3321;9547;Directed
3321;4918;Directed
3321;10762;Directed
3321;11836;Directed
3321;6142;Directed
3321;10611;Directed
3321;13147;Directed
3321;9926;Directed
3321;3605;Directed
3321;10089;Directed
3321;7276;Directed
3322;12325;Directed
3322;12311;Directed
3323;10133;Directed
3323;11282;Directed
3324;5773;Directed
3115;11551;Directed
3115;11095;Directed
3115;8924;Directed
3325;8906;Directed
3325;13937;Directed
3327;4653;Directed
3327;11366;Directed
3327;10096;Directed
3328;7010;Directed
3328;12625;Directed
3328;7284;Directed
3328;6291;Directed
3328;3831;Directed
3328;4677;Directed
3328;13456;Directed
3328;8733;Directed
3328;4632;Directed
3328;12274;Directed
3328;3893;Directed
3328;9407;Directed
3328;4419;Directed
3328;10761;Directed
3328;4999;Directed
3328;11406;Directed
3328;4207;Directed
3328;11934;Directed
3328;9817;Directed
3328;10277;Directed
3328;7435;Directed
3328;13315;Directed
3328;5009;Directed
3328;7370;Directed
3328;10856;Directed
3328;6188;Directed
3328;12070;Directed
3328;7543;Directed
3328;7653;Directed
3328;6481;Directed
3328;13847;Directed
3328;5633;Directed
3328;7544;Directed
3328;11574;Directed
3328;3554;Directed
3328;5702;Directed
3328;4914;Directed
3328;13069;Directed
3328;6269;Directed
3328;10821;Directed
3328;8185;Directed
3328;9176;Directed
3328;6706;Directed
3328;13739;Directed
3328;8924;Directed
3328;7538;Directed
3328;11095;Directed
3328;12497;Directed
3328;8808;Directed
3328;3328;Directed
3328;13857;Directed
3328;8987;Directed
3328;11832;Directed
3328;3872;Directed
3328;10067;Directed
3328;4188;Directed
3328;4078;Directed
3328;11226;Directed
3328;8396;Directed
3328;11257;Directed
3328;3704;Directed
3328;6282;Directed
12298;13622;Directed
12298;9563;Directed
12298;5283;Directed
12298;8510;Directed
12298;11183;Directed
12298;7052;Directed
12298;6349;Directed
12298;10814;Directed
12298;9973;Directed
3329;8474;Directed
3329;14080;Directed
3329;8508;Directed
3330;4473;Directed
3330;8291;Directed
3332;8793;Directed
3332;11380;Directed
3332;10486;Directed
3332;5306;Directed
3332;4394;Directed
3332;9817;Directed
3332;9867;Directed
3332;8888;Directed
3332;6803;Directed
5127;5660;Directed
3334;9297;Directed
3334;13644;Directed
3334;8752;Directed
3334;9449;Directed
3334;4103;Directed
3334;3336;Directed
3334;491;Directed
3334;5557;Directed
3334;8611;Directed
3334;13202;Directed
3334;12737;Directed
3335;11133;Directed
3336;4103;Directed
3336;9297;Directed
3336;13644;Directed
3336;8752;Directed
3336;9449;Directed
3336;6259;Directed
3336;9632;Directed
3336;3932;Directed
3336;491;Directed
3336;5557;Directed
3336;8611;Directed
3336;13202;Directed
3336;12737;Directed
3337;9436;Directed
3337;11380;Directed
3337;3701;Directed
3337;3831;Directed
3337;12779;Directed
3337;13216;Directed
3337;10489;Directed
3337;7942;Directed
3337;12355;Directed
3337;14093;Directed
3337;4394;Directed
3337;10692;Directed
3337;11095;Directed
3337;4618;Directed
3337;6777;Directed
3338;8546;Directed
3338;4123;Directed
3338;3812;Directed
3338;4596;Directed
3338;5122;Directed
3338;6609;Directed
3338;13334;Directed
3338;10503;Directed
3339;6284;Directed
3339;4073;Directed
3339;3942;Directed
3339;6758;Directed
3339;9853;Directed
3339;11209;Directed
3340;13401;Directed
3340;10631;Directed
3341;8665;Directed
3341;11369;Directed
3341;8970;Directed
3341;6823;Directed
3342;12224;Directed
3342;9711;Directed
3342;11625;Directed
3343;12705;Directed
3343;11934;Directed
3343;9970;Directed
3343;12498;Directed
3344;13660;Directed
3344;5004;Directed
3344;14089;Directed
3345;12733;Directed
3345;5694;Directed
3345;10160;Directed
3346;5996;Directed
3346;11374;Directed
3346;7361;Directed
3346;9270;Directed
3346;10696;Directed
3346;10236;Directed
3346;13650;Directed
3346;4892;Directed
3346;4411;Directed
3346;8873;Directed
3346;10308;Directed
3348;13455;Directed
3349;9635;Directed
3349;12568;Directed
3349;10552;Directed
3349;9494;Directed
3349;7010;Directed
3350;3991;Directed
3351;8497;Directed
3351;5916;Directed
3351;5593;Directed
3351;4586;Directed
3351;7589;Directed
3351;9049;Directed
3351;8396;Directed
3352;8389;Directed
3352;7826;Directed
3353;12295;Directed
3353;8771;Directed
3354;4590;Directed
3354;6113;Directed
3354;5543;Directed
3355;3527;Directed
3356;3569;Directed
3357;6214;Directed
3357;9745;Directed
3357;5774;Directed
3357;6386;Directed
3357;4705;Directed
3357;5345;Directed
3357;11083;Directed
3357;12195;Directed
3357;8677;Directed
3357;13819;Directed
3357;5807;Directed
3357;12725;Directed
3358;7116;Directed
3358;3448;Directed
3358;6994;Directed
3358;10982;Directed
3359;12018;Directed
3360;13502;Directed
3360;3771;Directed
3360;394;Directed
3360;11058;Directed
3360;10643;Directed
3360;13880;Directed
3360;5842;Directed
3360;8362;Directed
3360;5850;Directed
3360;5920;Directed
3360;8478;Directed
3360;13888;Directed
3360;5810;Directed
3360;7275;Directed
3360;5207;Directed
3362;9283;Directed
3362;5481;Directed
3362;8723;Directed
3362;5340;Directed
3362;5349;Directed
3362;5866;Directed
3362;7981;Directed
3362;11095;Directed
3362;7198;Directed
3363;11019;Directed
3363;9270;Directed
3363;10025;Directed
3363;10152;Directed
3363;12539;Directed
3363;4892;Directed
3363;9561;Directed
3363;13294;Directed
3364;9623;Directed
3364;6214;Directed
3364;11380;Directed
